"","UP/DOWN","statistic","p.value","FDRp.value","path_name"
"P-hsa04151-37","UP",6.85298405599949,7.2393070635949e-12,1.7389167799365e-11,"PI3K-Akt signaling pathway: G6PC"
"P-hsa05161-10","DOWN",-6.84761506190987,7.51617564011113e-12,1.80311323540262e-11,"Hepatitis B: CASP3"
"P-hsa04660-40 41","UP",6.83016583111858,8.48959264491748e-12,2.03403266945916e-11,"T cell receptor signaling pathway: LAT GRAP2"
"P-hsa04921-76","DOWN",-6.82936048200514,8.53738357671168e-12,2.04287392728458e-11,"Oxytocin signaling pathway: CDKN1A"
"P-hsa04151-98","UP",6.82291768909758,8.92931997154574e-12,2.13393684925093e-11,"PI3K-Akt signaling pathway: BCL2L1*"
"P-hsa04921-80","DOWN",-6.81137435180489,9.67609629765368e-12,2.30946013414737e-11,"Oxytocin signaling pathway: KCNJ2"
"P-hsa04152-24","UP",6.81110590210041,9.69417177888485e-12,2.31083434017636e-11,"AMPK signaling pathway: SIRT1"
"P-hsa05200-215","DOWN",-6.80573690801078,1.00627074993849e-11,2.39563950112259e-11,"Pathways in cancer: CSF1R"
"P-hsa05164-35","DOWN",-6.80439465948837,1.01569652081166e-11,2.41501479473089e-11,"Influenza A: IL18"
"P-hsa04550-47","DOWN",-6.79311977190016,1.09836387833923e-11,2.60826662754987e-11,"Signaling pathways regulating pluripotency of stem cells: CTNNB1*"
"P-hsa04668-128","DOWN",-6.79070372455983,1.11691754730154e-11,2.64897259006029e-11,"TNF signaling pathway: CHUK*"
"P-hsa05221-35","DOWN",-6.78265023342539,1.18100770674575e-11,2.79743744678666e-11,"Acute myeloid leukemia: EIF4EBP1"
"P-hsa05212-8","UP",6.78157643460746,1.18982071791626e-11,2.81475872233406e-11,"Pancreatic cancer: NFKB1"
"P-hsa05150-1 2 3","UP",6.76627480145202,1.32263040187082e-11,3.12500583615826e-11,"Staphylococcus aureus infection: CFD C3 CFB"
"P-hsa04922-51","DOWN",-6.75526836356829,1.42703168223042e-11,3.36320532143752e-11,"Glucagon signaling pathway: G6PC"
"P-hsa05213-27","DOWN",-6.75526836356829,1.42703168223042e-11,3.36320532143752e-11,"Endometrial cancer: ELK1"
"P-hsa04660-41 46","UP",6.75312076593244,1.44832381276128e-11,3.40910347897134e-11,"T cell receptor signaling pathway: GRAP2 LCP2"
"P-hsa04390-95","UP",6.74667797302489,1.51408429676196e-11,3.55942624151058e-11,"Hippo signaling pathway: AFP"
"P-hsa04211-51","DOWN",-6.74157742863974,1.56821037790276e-11,3.68205590606455e-11,"Longevity regulating pathway - mammal: NFKB1"
"P-hsa04330-12","UP",6.737819132777,1.60930078165736e-11,3.77381033298651e-11,"Notch signaling pathway: HES1"
"P-hsa04917-46","UP",6.73755068307252,1.61227582467071e-11,3.77606672544601e-11,"Prolactin signaling pathway: GCK"
"P-hsa05168-138","UP",6.71231641085128,1.9173508707021e-11,4.4849753534129e-11,"Herpes simplex infection: CHUK"
"P-hsa05200-173","DOWN",-6.70775276587509,1.97826243637830e-11,4.61594568488271e-11,"Pathways in cancer: CCNA1"
"P-hsa05221-16","DOWN",-6.70775276587509,1.97826243637830e-11,4.61594568488271e-11,"Acute myeloid leukemia: CCNA1"
"P-hsa04976-16","DOWN",-6.6846660912897,2.31663989944647e-11,5.39877820044917e-11,"Bile secretion: CFTR"
"P-hsa05016-12","UP",6.68386074217625,2.32941342751157e-11,5.42181090572172e-11,"Huntington's disease: REST"
"P-hsa04024-111","UP",6.65943181906845,2.75139326205948e-11,6.39605174674546e-11,"cAMP signaling pathway: JUN"
"P-hsa05211-3","DOWN",-6.63688204389202,3.20679584578365e-11,7.44548144392343e-11,"Renal cell carcinoma: VEGFA"
"P-hsa04933-26","DOWN",-6.63446599655169,3.25975885987161e-11,7.55909471090129e-11,"AGE-RAGE signaling pathway in diabetic complications: IL6"
"P-hsa04911-56","DOWN",-6.63339219773376,3.28357187275025e-11,7.604914608987e-11,"Insulin secretion: CAMK2A*"
"P-hsa05152-120","UP",6.62775475393966,3.41141065610305e-11,7.89125325628769e-11,"Tuberculosis: TGFB1"
"P-hsa05223-22","UP",6.62748630423517,3.41761820266826e-11,7.89587653719909e-11,"Non-small cell lung cancer: BAD*"
"P-hsa04913-35","UP",6.61835901428281,3.63537937908104e-11,8.38864909613288e-11,"Ovarian steroidogenesis: HSD17B2"
"P-hsa04921-34 35","DOWN",-6.61809056457833,3.64198546765756e-11,8.39356847337296e-11,"Oxytocin signaling pathway: MYL9 ACTB"
"P-hsa05031-15","UP",6.60198358230945,4.06060025103258e-11,9.33539959673665e-11,"Amphetamine addiction: MAOA"
"P-hsa05031-77","UP",6.60198358230945,4.06060025103258e-11,9.33539959673665e-11,"Amphetamine addiction: MAOA*"
"P-hsa04670-54","UP",6.58721884856297,4.48546657705943e-11,1.02995536090129e-10,"Leukocyte transendothelial migration: RAC1*"
"P-hsa04666-41","DOWN",-6.58695039885849,4.49358061236616e-11,1.03055711843508e-10,"Fc gamma R-mediated phagocytosis: MARCKS"
"P-hsa05213-31","DOWN",-6.57648086038372,4.82147808613629e-11,1.10440694622609e-10,"Endometrial cancer: MYC"
"P-hsa04916-15","DOWN",-6.57513861186131,4.86517335515712e-11,1.11305673344814e-10,"Melanogenesis: MITF*"
"P-hsa04022-51","UP",6.55554178343418,5.54901150426601e-11,1.26795926699184e-10,"cGMP-PKG signaling pathway: GTF2I"
"P-hsa04976-38","DOWN",-6.54829364141318,5.82496615319854e-11,1.32939616829689e-10,"Bile secretion: ABCC2"
"P-hsa05161-31","DOWN",-6.54560914436837,5.93066111311475e-11,1.35187366320817e-10,"Hepatitis B: ELK1"
"P-hsa05150-69","DOWN",-6.54050859998322,6.1365024776122e-11,1.39709692330103e-10,"Staphylococcus aureus infection: FPR2"
"P-hsa04390-5","DOWN",-6.53701875382496,6.28135062834748e-11,1.42834106409453e-10,"Hippo signaling pathway: SAV1"
"P-hsa04919-84","DOWN",-6.53487115618911,6.37214448049533e-11,1.44723281421419e-10,"Thyroid hormone signaling pathway: TP53*"
"P-hsa05152-78","DOWN",-6.53111286032637,6.53413202017651e-11,1.48222873879699e-10,"Tuberculosis: IL1A"
"P-hsa04919-104","UP",6.53003906150845,6.58114927673967e-11,1.49109130956082e-10,"Thyroid hormone signaling pathway: MYC"
"P-hsa03320-7","UP",6.5278914638726,6.67617856561652e-11,1.51079746551226e-10,"PPAR signaling pathway: AQP7"
"P-hsa04024-2","UP",6.52252246978297,6.91966178682037e-11,1.56401030265964e-10,"cAMP signaling pathway: CACNA1C"
"P-hsa05211-41","UP",6.52171712066953,6.95692544307206e-11,1.57054056933853e-10,"Renal cell carcinoma: PDGFB*"
"P-hsa04810-82 83","DOWN",-6.52010642244264,7.03204245208977e-11,1.58559034136063e-10,"Regulation of actin cytoskeleton: ACTB ARPC5"
"P-hsa03320-59","DOWN",-6.51956952303368,7.05725727837927e-11,1.58936550471063e-10,"PPAR signaling pathway: NR1H3"
"P-hsa04064-51","DOWN",-6.49889889578862,8.09822227837647e-11,1.82161450770195e-10,"NF-kappa B signaling pathway: TNFAIP3"
"P-hsa04064-94","UP",6.48091276558837,9.12505261615973e-11,2.0501315817863e-10,"NF-kappa B signaling pathway: BCL2L1*"
"P-hsa04620-77","DOWN",-6.46802717977326,9.937885348245e-11,2.23008049202244e-10,"Toll-like receptor signaling pathway: CXCL9"
"P-hsa05152-15","UP",6.44386670636994,1.16570483866521e-10,2.61273868259969e-10,"Tuberculosis: CTSD"
"P-hsa04022-48","UP",6.42614902587417,1.30992653702109e-10,2.93248470578945e-10,"cGMP-PKG signaling pathway: SLC8A2"
"P-hsa04024-76","UP",6.42400142823832,1.32855114499858e-10,2.97063402624236e-10,"cAMP signaling pathway: Phosphatidate"
"P-hsa04666-50 52","DOWN",-6.41970623296662,1.36658003675007e-10,3.05202874874182e-10,"Fc gamma R-mediated phagocytosis: DNM2 AMPH"
"P-hsa05110-17","DOWN",-6.41406878917251,1.41811096328385e-10,3.16334859348455e-10,"Vibrio cholerae infection: Cl-*"
"P-hsa05161-69","UP",6.40923669449185,1.46378791377249e-10,3.26136119505605e-10,"Hepatitis B: SMAD4"
"P-hsa04066-64","DOWN",-6.40869979508289,1.46895102210775e-10,3.26898234575817e-10,"HIF-1 signaling pathway: LTBR"
"P-hsa05030-80 81","UP",6.38561312049749,1.7086190754352e-10,3.7978310254934e-10,"Cocaine addiction: GRIN3A DLG4"
"P-hsa04360-40 142","UP",6.38427087197508,1.72367126750628e-10,3.82675419862933e-10,"Axon guidance: UNC5D PTPN11"
"P-hsa04012-65","DOWN",-6.38024412640786,1.76960942887062e-10,3.92409844983603e-10,"ErbB signaling pathway: MYC"
"P-hsa04310-14","DOWN",-6.37487513231824,1.83272518260257e-10,4.059259082128e-10,"Wnt signaling pathway: PRKCA"
"P-hsa05161-214","UP",6.37057993704654,1.88479650160223e-10,4.16966773231814e-10,"Hepatitis B: CDKN1B"
"P-hsa05205-150","DOWN",-6.37004303763757,1.89140618894773e-10,4.17936161421194e-10,"Proteoglycans in cancer: PRKCA"
"P-hsa04210-60","UP",6.36655319147932,1.93492449334983e-10,4.27049217591093e-10,"Apoptosis: BBC3"
"P-hsa04917-38","UP",6.35984194886728,2.02138002854944e-10,4.45606220159666e-10,"Prolactin signaling pathway: IRF1"
"P-hsa04012-37 7","DOWN",-6.35715745182247,2.05700899768463e-10,4.52928272260137e-10,"ErbB signaling pathway: ERBB3 ERBB3"
"P-hsa04014-27","UP",6.35259380684629,2.11899113495492e-10,4.66028999903333e-10,"Ras signaling pathway: ABL1"
"P-hsa05140-37","DOWN",-6.34829861157459,2.17899180185292e-10,4.78663772866052e-10,"Leishmaniasis: ELK1"
"P-hsa03320-9","UP",6.34561411452977,2.21733162541436e-10,4.86516272430099e-10,"PPAR signaling pathway: PCK1"
"P-hsa04931-144","UP",6.34346651689392,2.24847721460721e-10,4.92773744696627e-10,"Insulin resistance: Nitric oxide*"
"P-hsa04913-19","UP",6.32870178314745,2.47447514898931e-10,5.41670406009795e-10,"Ovarian steroidogenesis: STAR"
"P-hsa05020-52","DOWN",-6.32682263521608,2.50478418278879e-10,5.47666098707666e-10,"Prion diseases: FYN"
"P-hsa04630-31","UP",6.32386968846679,2.55314666228333e-10,5.57590586547558e-10,"Jak-STAT signaling pathway: BCL2L1"
"P-hsa04728-54","DOWN",-6.32306433935334,2.56649393984339e-10,5.59853794319326e-10,"Dopaminergic synapse: CAMK2A"
"P-hsa04022-50","UP",6.32037984230853,2.61147889450444e-10,5.6900515750178e-10,"cGMP-PKG signaling pathway: ATP2B1"
"P-hsa04072-3","DOWN",-6.31313170028753,2.73681964204941e-10,5.95623393095671e-10,"Phospholipase D signaling pathway: MAPK1"
"P-hsa04530-11 20 16","UP",6.28548138072595,3.2712186418089e-10,7.11101526307474e-10,"Tight junction: TJP1 ACTB CTTN"
"P-hsa04922-24","DOWN",-6.28172308486322,3.35122410653849e-10,7.27650049058588e-10,"Glucagon signaling pathway: PFKL"
"P-hsa05161-68","UP",6.27420649313774,3.51725123752573e-10,7.62816568970899e-10,"Hepatitis B: JUN"
"P-hsa04650-39","DOWN",-6.27286424461533,3.54771773721542e-10,7.68535620671609e-10,"Natural killer cell mediated cytotoxicity: FAS"
"P-hsa04014-33","UP",6.26588455229882,3.71034420842464e-10,8.02838031719103e-10,"Ras signaling pathway: BCL2L1"
"P-hsa04022-65","UP",6.26561610259434,3.71674227224598e-10,8.03295910453164e-10,"cGMP-PKG signaling pathway: PDE2A"
"P-hsa04740-39","UP",6.26346850495849,3.76831600437716e-10,8.13505273211915e-10,"Olfactory transduction: PRKG1*"
"P-hsa04115-24","DOWN",-6.25809951086886,3.90032606951948e-10,8.41035828323971e-10,"p53 signaling pathway: SERPINB5"
"P-hsa04064-4","DOWN",-6.25702571205093,3.92726463879679e-10,8.45872383740847e-10,"NF-kappa B signaling pathway: BIRC2"
"P-hsa04151-36","UP",6.24762997239409,4.17085635366973e-10,8.97308087096836e-10,"PI3K-Akt signaling pathway: PCK1"
"P-hsa05218-21","DOWN",-6.2387711321462,4.41400209632894e-10,9.4744484355985e-10,"Melanoma: RB1"
"P-hsa05220-40","DOWN",-6.2387711321462,4.41400209632894e-10,9.4744484355985e-10,"Chronic myeloid leukemia: RB1"
"P-hsa04930-3","UP",6.23769733332828,4.44439831463345e-10,9.52878998657411e-10,"Type II diabetes mellitus: SLC2A4"
"P-hsa04211-42","DOWN",-6.22937539248936,4.6869981224754e-10,1.0037452600187e-09,"Longevity regulating pathway - mammal: PPARGC1A"
"P-hsa04530-11 13","UP",6.22239570017284,4.90039448623873e-10,1.0482485810928e-09,"Tight junction: TJP1 EPB41"
"P-hsa05200-191","UP",6.21675825637873,5.07964890448563e-10,1.08535550624317e-09,"Pathways in cancer: CCND1*"
"P-hsa04620-39","DOWN",-6.21085236288014,5.27430041046727e-10,1.12566411490746e-09,"Toll-like receptor signaling pathway: IL6"
"P-hsa04210-59","UP",6.20199352263226,5.57999553791383e-10,1.1895535942189e-09,"Apoptosis: PMAIP1"
"P-hsa04115-37","UP",6.18534964095442,6.20177218817756e-10,1.32060438422487e-09,"p53 signaling pathway: FAS"
"P-hsa04668-138","DOWN",-6.18320204331857,6.28676891960493e-10,1.33718577020168e-09,"TNF signaling pathway: NFKB1*"
"P-hsa04010-12","DOWN",-6.17649080070653,6.55977445481753e-10,1.39209693181422e-09,"MAPK signaling pathway: PLA2G4B"
"P-hsa04360-117","DOWN",-6.17649080070653,6.55977445481753e-10,1.39209693181422e-09,"Axon guidance: CFL1*"
"P-hsa04621-42","DOWN",-6.17192715573035,6.75198933226106e-10,1.4312691511098e-09,"NOD-like receptor signaling pathway: MAPK8"
"P-hsa04612-18","DOWN",-6.17165870602587,6.76346561337793e-10,1.43208368969492e-09,"Antigen processing and presentation: KIR2DS2"
"P-hsa05211-4","DOWN",-6.16360521489143,7.11674216678429e-10,1.50518695658256e-09,"Renal cell carcinoma: SLC2A1"
"P-hsa05142-29","DOWN",-6.15904156991525,7.32485643859828e-10,1.54745840977594e-09,"Chagas disease (American trypanosomiasis): NOS2"
"P-hsa04064-132","DOWN",-6.1582362208018,7.362193680563e-10,1.55359677668574e-09,"NF-kappa B signaling pathway: VCAM1"
"P-hsa04024-12","UP",6.14776668232703,7.86480155557289e-10,1.6577941256466e-09,"cAMP signaling pathway: SLC9A1"
"P-hsa04530-5 10","UP",6.1423976882374,8.13537716639831e-10,1.71290320585446e-09,"Tight junction: IGSF5 MAGI1"
"P-hsa05145-13","DOWN",-6.12843830360437,8.88207127148946e-10,1.86802306113388e-09,"Toxoplasmosis: GNAI1"
"P-hsa04622-21 22 23","DOWN",-6.12548535685508,9.04838370840359e-10,1.90086985856272e-09,"RIG-I-like receptor signaling pathway: CHUK IKBKB IKBKG"
"P-hsa05164-70","UP",6.1179687651296,9.48554788793578e-10,1.98825562433157e-09,"Influenza A: RNASEL"
"P-hsa05168-83","UP",6.1179687651296,9.48554788793578e-10,1.98825562433157e-09,"Herpes simplex infection: RNASEL"
"P-hsa05169-117","UP",6.09676123847558,1.08329881449586e-09,2.2681568928507e-09,"Epstein-Barr virus infection: CDKN1A"
"P-hsa05223-28","DOWN",-6.08414410236495,1.17213378493616e-09,2.4514191533336e-09,"Non-small cell lung cancer: RB1"
"P-hsa04370-28","UP",6.08011735679773,1.20195191369855e-09,2.51098194888472e-09,"VEGF signaling pathway: SHC2"
"P-hsa04742-4","DOWN",-6.07810398401412,1.21712748534543e-09,2.53985668799557e-09,"Taste transduction: TRPM5"
"P-hsa05162-78","DOWN",-6.06427882423333,1.32657767381137e-09,2.76517746230015e-09,"Measles: FAS"
"P-hsa04550-9","UP",6.0532723863496,1.4205093234547e-09,2.95768644927971e-09,"Signaling pathways regulating pluripotency of stem cells: HNF1A"
"P-hsa05211-45","DOWN",-6.04629269403309,1.48340196731873e-09,3.08521296085359e-09,"Renal cell carcinoma: ETS1"
"P-hsa04022-71","DOWN",-6.04495044551068,1.49580405405338e-09,3.10756191074656e-09,"cGMP-PKG signaling pathway: PPIF"
"P-hsa04919-25","DOWN",-6.03260175910454,1.61474791689e-09,3.3509591726611e-09,"Thyroid hormone signaling pathway: MTOR"
"P-hsa04151-5","UP",6.01810547506255,1.76616551287893e-09,3.66113425653134e-09,"PI3K-Akt signaling pathway: EIF4B"
"P-hsa04930-8","UP",6.01166268215499,1.83782242000234e-09,3.80127327444807e-09,"Type II diabetes mellitus: Pyruvate"
"P-hsa04930-10","UP",6.01166268215499,1.83782242000234e-09,3.80127327444807e-09,"Type II diabetes mellitus: D-Glucose"
"P-hsa04921-43","UP",6.01058888333707,1.85003703745689e-09,3.82232321835806e-09,"Oxytocin signaling pathway: CACNG3"
"P-hsa03320-53","UP",6.00334074131607,1.93458295103916e-09,3.99260463822823e-09,"PPAR signaling pathway: ADIPOQ"
"P-hsa04810-31","UP",5.99206585372786,2.07363109522589e-09,4.2748702578503e-09,"Regulation of actin cytoskeleton: MSN"
"P-hsa04610-17","DOWN",-5.98964980638752,2.10466968269062e-09,4.33409475820812e-09,"Complement and coagulation cascades: PLG"
"P-hsa04932-35","UP",5.97837491879931,2.25560297591318e-09,4.63981489343544e-09,"Non-alcoholic fatty liver disease (NAFLD): PRKAG2"
"P-hsa04064-142","DOWN",-5.97730111998138,2.27051559068207e-09,4.66537486102909e-09,"NF-kappa B signaling pathway: NFKB2*"
"P-hsa04064-113","DOWN",-5.9727374750052,2.33497272515635e-09,4.79256983850471e-09,"NF-kappa B signaling pathway: CFLAR"
"P-hsa04750-7","UP",5.96924762884694,2.38544802080076e-09,4.88548088102863e-09,"Inflammatory mediator regulation of TRP channels: TRPV1"
"P-hsa04750-58","UP",5.96924762884694,2.38544802080076e-09,4.88548088102863e-09,"Inflammatory mediator regulation of TRP channels: TRPV1**"
"P-hsa04014-37","DOWN",-5.96575778268869,2.43701551129296e-09,4.9856500536375e-09,"Ras signaling pathway: FASLG"
"P-hsa04022-23","DOWN",-5.9598518891901,2.52674101429131e-09,5.16357967626417e-09,"cGMP-PKG signaling pathway: CACNA1C"
"P-hsa04931-140","UP",5.95609359332736,2.58550566637025e-09,5.27792016334122e-09,"Insulin resistance: G00369"
"P-hsa05169-31","DOWN",-5.95072459923773,2.67176994351567e-09,5.44808740656022e-09,"Epstein-Barr virus infection: MYC"
"P-hsa05210-16","UP",5.94696630337499,2.73381604747677e-09,5.56855472862803e-09,"Colorectal cancer: MAPK8"
"P-hsa05200-218","UP",5.9453556051481,2.76083474239769e-09,5.61749021338186e-09,"Pathways in cancer: CSF3R*"
"P-hsa05161-30","DOWN",-5.94213420869433,2.81565447995867e-09,5.72282535688241e-09,"Hepatitis B: MYC"
"P-hsa04925-33","UP",5.94159730928537,2.82489357149328e-09,5.73538997848636e-09,"Aldosterone synthesis and secretion: CYP11B2"
"P-hsa04071-1","DOWN",-5.93381226785541,2.96222442630718e-09,6.00771137702948e-09,"Sphingolipid signaling pathway: MAPK1"
"P-hsa04340-49","UP",5.93273846903748,2.98166956053944e-09,6.04061781379264e-09,"Hedgehog signaling pathway: CCND1"
"P-hsa04210-58","DOWN",-5.92844327376578,3.06070052664732e-09,6.19403903774581e-09,"Apoptosis: BID*"
"P-hsa04064-128","DOWN",-5.92549032701649,3.11621358420187e-09,6.29958694392534e-09,"NF-kappa B signaling pathway: IL1B*"
"P-hsa04062-44","DOWN",-5.91985288322238,3.22492815512359e-09,6.51234146287605e-09,"Chemokine signaling pathway: MAPK1"
"P-hsa04022-43","UP",5.91716838617756,3.2779863022316e-09,6.6123680677274e-09,"cGMP-PKG signaling pathway: MAPK1"
"P-hsa04933-57","DOWN",-5.90965179445209,3.43111083375748e-09,6.91381731915042e-09,"AGE-RAGE signaling pathway in diabetic complications: FIGF"
"P-hsa04024-7","UP",5.89273946306976,3.80153832217329e-09,7.65202348969645e-09,"cAMP signaling pathway: TNNI3"
"P-hsa04620-48","DOWN",-5.89032341572943,3.85753738679934e-09,7.75642029757294e-09,"Toll-like receptor signaling pathway: CD80"
"P-hsa05219-12","UP",5.86831053996196,4.40614567212618e-09,8.85003135000933e-09,"Bladder cancer: ERBB2"
"P-hsa04071-48","UP",5.85676720266926,4.72342651467123e-09,9.47716378772538e-09,"Sphingolipid signaling pathway: SMPD1"
"P-hsa05110-14","UP",5.85247200739756,4.84710928863536e-09,9.69421857727072e-09,"Vibrio cholerae infection: Potassium cation*"
"P-hsa05110-15","UP",5.85247200739756,4.84710928863536e-09,9.69421857727072e-09,"Vibrio cholerae infection: Sodium cation"
"P-hsa05110-16","UP",5.85247200739756,4.84710928863536e-09,9.69421857727072e-09,"Vibrio cholerae infection: Cl-"
"P-hsa04920-28","UP",5.84227091862727,5.15354904625035e-09,1.02961214172158e-08,"Adipocytokine signaling pathway: SLC2A1"
"P-hsa05321-92","DOWN",-5.8360965754242,5.34809723783176e-09,1.0662093961926e-08,"Inflammatory bowel disease (IBD): IL17F"
"P-hsa05321-94","DOWN",-5.8360965754242,5.34809723783176e-09,1.0662093961926e-08,"Inflammatory bowel disease (IBD): IL22"
"P-hsa05200-65","DOWN",-5.82240564049565,5.80531699533595e-09,1.15613319355098e-08,"Pathways in cancer: STK4"
"P-hsa05200-205","DOWN",-5.82186874108669,5.82400106160223e-09,1.15862417726042e-08,"Pathways in cancer: SLC2A1"
"P-hsa04152-44","UP",5.81435214936121,6.0918012053972e-09,1.21061642598783e-08,"AMPK signaling pathway: SLC2A4"
"P-hsa05219-27","UP",5.81220455172536,6.17049059392657e-09,1.22495665123876e-08,"Bladder cancer: RPS6KA5"
"P-hsa04022-49","UP",5.81139920261192,6.20025328123622e-09,1.22956396993648e-08,"cGMP-PKG signaling pathway: ATP1B4"
"P-hsa04066-59","DOWN",-5.80629865822677,6.3920189182145e-09,1.2662542228691e-08,"HIF-1 signaling pathway: NOS2"
"P-hsa04064-36","DOWN",-5.80495640970437,6.44343478759963e-09,1.27509321324229e-08,"NF-kappa B signaling pathway: PLCG1"
"P-hsa05169-30","DOWN",-5.79072857536686,7.01377849851935e-09,1.38649614997074e-08,"Epstein-Barr virus infection: FGR"
"P-hsa04064-131","DOWN",-5.78992322625341,7.04748990080416e-09,1.39169379514827e-08,"NF-kappa B signaling pathway: CCL4L1"
"P-hsa04066-50","DOWN",-5.7872387292086,7.16100316889193e-09,1.41262270713368e-08,"HIF-1 signaling pathway: TF"
"P-hsa05210-39","UP",5.77918523807416,7.51231479639955e-09,1.48036791576109e-08,"Colorectal cancer: BAD"
"P-hsa04668-111","DOWN",-5.76039375876046,8.3984699561367e-09,1.65325599556269e-08,"TNF signaling pathway: BAG4"
"P-hsa04540-16 17","UP",5.7598568593515,8.42522657035675e-09,1.65678459601565e-08,"Gap junction: GJA1 GJA1**"
"P-hsa05140-16","DOWN",-5.75905151023806,8.46551695068383e-09,1.6629643769092e-08,"Leishmaniasis: STAT1"
"P-hsa04010-57","DOWN",-5.75690391260221,8.5738759404294e-09,1.68073053962859e-08,"MAPK signaling pathway: NLK"
"P-hsa04910-12","UP",5.75690391260221,8.5738759404294e-09,1.68073053962859e-08,"Insulin signaling pathway: FASN"
"P-hsa04210-69","UP",5.7483135220588,9.02095523037022e-09,1.76652526223116e-08,"Apoptosis: PTPN13"
"P-hsa05200-201","UP",5.74562902501399,9.16525739388058e-09,1.79291166537226e-08,"Pathways in cancer: PDGFB"
"P-hsa05200-216","DOWN",-5.73703863447059,9.64226407845314e-09,1.88425910533105e-08,"Pathways in cancer: IL6"
"P-hsa04970-32","DOWN",-5.72764289481374,1.01916230636774e-08,1.98954056893432e-08,"Salivary secretion: RYR3"
"P-hsa04933-25","DOWN",-5.70777761668212,1.14551105988563e-08,2.23386564277072e-08,"AGE-RAGE signaling pathway in diabetic complications: IL1A"
"P-hsa05221-21","DOWN",-5.69650272909391,1.22386202615939e-08,2.38417981420042e-08,"Acute myeloid leukemia: PIM1"
"P-hsa05210-40","UP",5.69569737998046,1.22965356168992e-08,2.3929772632057e-08,"Colorectal cancer: CASP9"
"P-hsa04920-5","DOWN",-5.69301288293565,1.24915164854007e-08,2.42840258306858e-08,"Adipocytokine signaling pathway: NFKBIA"
"P-hsa05166-33","DOWN",-5.68831501310723,1.28398669191197e-08,2.49096073839385e-08,"HTLV-I infection: HLA-A"
"P-hsa05169-11","DOWN",-5.68831501310723,1.28398669191197e-08,2.49096073839385e-08,"Epstein-Barr virus infection: HLA-A"
"P-hsa04024-77","DOWN",-5.68576474091465,1.30330903319045e-08,2.52583444862117e-08,"cAMP signaling pathway: RHOA*"
"P-hsa05200-185","UP",5.67824814918918,1.36188004409808e-08,2.63662225255728e-08,"Pathways in cancer: HHIP"
"P-hsa04916-10","DOWN",-5.67663745096229,1.37475963817648e-08,2.65881348579286e-08,"Melanogenesis: CAMK2A"
"P-hsa05132-55","DOWN",-5.67180535628162,1.41411243859163e-08,2.73210600906066e-08,"Salmonella infection: IL18"
"P-hsa04022-46","UP",5.66536256337407,1.4682887721415e-08,2.83385775363936e-08,"cGMP-PKG signaling pathway: VASP"
"P-hsa04115-11 12","DOWN",-5.66455721426063,1.47520095796734e-08,2.84427235061329e-08,"p53 signaling pathway: CDK2 CCNE1"
"P-hsa05161-207","DOWN",-5.6578459716486,1.53404495985567e-08,2.95165984070691e-08,"Hepatitis B: CDK2"
"P-hsa05161-219","DOWN",-5.6578459716486,1.53404495985567e-08,2.95165984070691e-08,"Hepatitis B: CDK2*"
"P-hsa04740-42","UP",5.65220852785449,1.58523032145691e-08,3.04702057689874e-08,"Olfactory transduction: PDE2A"
"P-hsa05200-121 122","UP",5.6463026343559,1.64063139757766e-08,3.14705981784835e-08,"Pathways in cancer: SMAD2 SMAD4"
"P-hsa05212-38 39","UP",5.6463026343559,1.64063139757766e-08,3.14705981784835e-08,"Pancreatic cancer: SMAD2 SMAD4"
"P-hsa05211-23","UP",5.64496038583349,1.653482352472e-08,3.16847077960926e-08,"Renal cell carcinoma: PDGFB"
"P-hsa04727-17 37","UP",5.5578484567293,1.68623223865068e-08,3.22793028541702e-08,"GABAergic synapse: GABRA1 GPHN"
"P-hsa05164-34","DOWN",-5.6304641017915,1.79865276120838e-08,3.43962546383988e-08,"Influenza A: IL1B"
"P-hsa05205-337","UP",5.62267906036154,1.88164708955931e-08,3.59467407333326e-08,"Proteoglycans in cancer: CTNNB1**"
"P-hsa04020-42","DOWN",-5.61543091834054,1.96225253403647e-08,3.74484817278985e-08,"Calcium signaling pathway: MYLK4"
"P-hsa04971-49","DOWN",-5.61355177040918,1.98369148476913e-08,3.78191587949887e-08,"Gastric acid secretion: KCNJ1"
"P-hsa04670-2","DOWN",-5.59153889464171,2.25239947660742e-08,4.28984915544723e-08,"Leukocyte transendothelial migration: MMP2"
"P-hsa04210-57","DOWN",-5.5901966461193,2.26987999600357e-08,4.31875747718327e-08,"Apoptosis: BAK1"
"P-hsa04630-30","UP",5.58321695380278,2.36292273791098e-08,4.49122903375988e-08,"Jak-STAT signaling pathway: CDKN1A"
"P-hsa04066-47","DOWN",-5.55502973483224,2.77777874757709e-08,5.27440580005529e-08,"HIF-1 signaling pathway: PGK1"
"P-hsa04340-46","UP",5.55100298926503,2.84253420820875e-08,5.39190513104107e-08,"Hedgehog signaling pathway: PRKACA"
"P-hsa04064-52","DOWN",-5.54858694192469,2.88208803091895e-08,5.46141125858984e-08,"NF-kappa B signaling pathway: TRAF1"
"P-hsa04062-22 41","DOWN",-5.5426810484261,2.98103653260641e-08,5.6432134562761e-08,"Chemokine signaling pathway: CRK PTK2B"
"P-hsa04520-64","UP",5.54107035019921,3.00858952328799e-08,5.68963099363737e-08,"Adherens junction: CTNND1**"
